participantId,q7,q8,q9,q12,q13,q14,q10,q11,format,q10_months,q10_years
67eff2b1a264260e948a4d14,,,Bachelor's,"{'JSON': 'Not familiar at all', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Not familiar at all', 'TOML': 'Not familiar at all', 'XML': 'Not familiar at all'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",24.0,Not familiar at all,xml,24.0,2.0
5ecc71c95c92c2000a9e9a19,"I just tried understanding the guidelines as best as I could. I have very little knowledge of coding, so sometimes it was easier and sometimes harder.",,Bachelor's,"{'JSON': 'Heard of it but never used', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Not familiar at all', 'TOML': 'Not familiar at all', 'XML': 'Used it a few times'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",1.0,Not familiar at all,jsonc,1.0,0.08
61267b828ead584bcf092e35,,no,Bachelor's,"{'JSON': 'Not familiar at all', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Not familiar at all', 'TOML': 'Not familiar at all', 'XML': 'Not familiar at all'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",0.0,Not familiar at all,hjson,0.0,0.0
6501c0a2e788b5556c24569d,,,Bachelor's,"{'JSON': 'Used it a few times', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Used it a few times', 'TOML': 'Not familiar at all', 'XML': 'Used it a few times'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",48.0,Somewhat familiar,xml,48.0,4.0
637d8ca00150ac6e71a34ec9,,,Bachelor's,"{'JSON': 'Not familiar at all', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Not familiar at all', 'TOML': 'Not familiar at all', 'XML': 'Not familiar at all'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",0.0,Not familiar at all,yaml,0.0,0.0
67cb01a82dda2577eb6ee320,I went with instructions and stuck to doing the right things as well as applying proper syntax,It was a great study actually,Master's,"{'JSON': 'Comfortable using it', 'JSONC': 'Used it a few times', 'JSON5': 'Comfortable using it', 'HJSON': 'Used it a few times', 'YAML': 'Used it a few times', 'TOML': 'Used it a few times', 'XML': 'Comfortable using it'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",24.0,Very familiar,json,24.0,2.0
67e17bac09359e09118892b4,,,Bachelor's,"{'JSON': 'Used it a few times', 'JSONC': 'Used it a few times', 'JSON5': 'Comfortable using it', 'HJSON': 'Used it a few times', 'YAML': 'Used it a few times', 'TOML': 'Used it a few times', 'XML': 'Comfortable using it'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",12.0,Somewhat familiar,json5,12.0,1.0
6606b31155457e4f162ecf5a,,,Bachelor's,"{'JSON': 'Expert', 'JSONC': 'Used it a few times', 'JSON5': 'Used it a few times', 'HJSON': 'Heard of it but never used', 'YAML': 'Comfortable using it', 'TOML': 'Heard of it but never used', 'XML': 'Comfortable using it'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",48.0,Very familiar,json5,48.0,4.0
63e5b3e89a3823139cb9d35e,,nice study,Master's,"{'JSON': 'Heard of it but never used', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Not familiar at all', 'TOML': 'Not familiar at all', 'XML': 'Heard of it but never used'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",0.0,Not familiar at all,toml,0.0,0.0
66bb6b7e0ccbed81f3ed30a8,it very dificult for some one hwo never learn xml,,Master's,"{'JSON': 'Not familiar at all', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Not familiar at all', 'TOML': 'Not familiar at all', 'XML': 'Not familiar at all'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",0.0,Not familiar at all,xml,0.0,0.0
6753746b1f8827e2bd586bf0,i feel like i didnt have a clue what i was doing and i really struggled to understand. but i did try my best,,High School,"{'JSON': 'Heard of it but never used', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Not familiar at all', 'TOML': 'Not familiar at all', 'XML': 'Used it a few times'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",0.0,Not familiar at all,xml,0.0,0.0
67cd944859dabbd1d4552d39,It took up a lot of my mental and physical ability to complete the task as it needed a lot of thinking and understanding and also physically it needed typing which is tiring. I however did it to my level best.,none,Bachelor's,"{'JSON': 'Heard of it but never used', 'JSONC': 'Heard of it but never used', 'JSON5': 'Heard of it but never used', 'HJSON': 'Not familiar at all', 'YAML': 'Not familiar at all', 'TOML': 'Not familiar at all', 'XML': 'Used it a few times'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",12.0,Somewhat familiar,json,12.0,1.0
57c357770e6a1f00015f6038,I found some of the tasks more difficult than others,This was a high mental effort task for me,Master's,"{'JSON': 'Heard of it but never used', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Not familiar at all', 'TOML': 'Not familiar at all', 'XML': 'Heard of it but never used'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",12.0,Not familiar at all,json,12.0,1.0
67d188bcc201cc08eac23f92,NO COMPLAINTS,,Master's,"{'JSON': 'Comfortable using it', 'JSONC': 'Heard of it but never used', 'JSON5': 'Used it a few times', 'HJSON': 'Heard of it but never used', 'YAML': 'Heard of it but never used', 'TOML': 'Comfortable using it', 'XML': 'Comfortable using it'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",17.0,Somewhat familiar,json5,17.0,1.42
67f3619e16d4ca195fbd1bd0,No,No,Master's,"{'JSON': 'Comfortable using it', 'JSONC': 'Comfortable using it', 'JSON5': 'Comfortable using it', 'HJSON': 'Used it a few times', 'YAML': 'Used it a few times', 'TOML': 'Used it a few times', 'XML': 'Comfortable using it'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",60.0,Somewhat familiar,yaml,60.0,5.0
66781db404eab5e142f849d9,,,Bachelor's,"{'JSON': 'Heard of it but never used', 'JSONC': 'Heard of it but never used', 'JSON5': 'Heard of it but never used', 'HJSON': 'Heard of it but never used', 'YAML': 'Heard of it but never used', 'TOML': 'Heard of it but never used', 'XML': 'Used it a few times'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",24.0,Not familiar at all,jsonc,24.0,2.0
667c2175b570aa694ce2f63c,,,High School,"{'JSON': 'Heard of it but never used', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Not familiar at all', 'TOML': 'Not familiar at all', 'XML': 'Used it a few times'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",12.0,Not familiar at all,toml,12.0,1.0
67d1283c8f6169900d0072d2,,"The study ŵas challenginng and hard
",Bachelor's,"{'JSON': 'Heard of it but never used', 'JSONC': 'Heard of it but never used', 'JSON5': 'Heard of it but never used', 'HJSON': 'Heard of it but never used', 'YAML': 'Heard of it but never used', 'TOML': 'Heard of it but never used', 'XML': 'Heard of it but never used'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",1.0,Not familiar at all,yaml,1.0,0.08
5f29eff59714081a3594a331,,,Master's,"{'JSON': 'Heard of it but never used', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Not familiar at all', 'TOML': 'Not familiar at all', 'XML': 'Used it a few times'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",3.0,Not familiar at all,json,3.0,0.25
65be552ceed6a0595fa1feb5,,,High School,"{'JSON': 'Not familiar at all', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Not familiar at all', 'TOML': 'Not familiar at all', 'XML': 'Not familiar at all'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",0.0,Not familiar at all,json,0.0,0.0
6577a27da9f5297d49f38e6f,I enjoyed learning more about HJSON this will make me look more into coding and coding languages,was hard but fun,High School,"{'JSON': 'Heard of it but never used', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Heard of it but never used', 'YAML': 'Not familiar at all', 'TOML': 'Not familiar at all', 'XML': 'Not familiar at all'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",6.0,Not familiar at all,hjson,6.0,0.5
67eefd0739d752c54dd52686,actually to understand the reading you have to pay total concentration and give valuable answers,nill,Bachelor's,"{'JSON': 'Comfortable using it', 'JSONC': 'Used it a few times', 'JSON5': 'Heard of it but never used', 'HJSON': 'Heard of it but never used', 'YAML': 'Used it a few times', 'TOML': 'Comfortable using it', 'XML': 'Heard of it but never used'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",10.0,Very familiar,toml,10.0,0.83
67e12acb51605ac16c227598,NO,all went well,PhD,"{'JSON': 'Comfortable using it', 'JSONC': 'Comfortable using it', 'JSON5': 'Comfortable using it', 'HJSON': 'Expert', 'YAML': 'Comfortable using it', 'TOML': 'Expert', 'XML': 'Expert'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",76.0,Somewhat familiar,jsonc,76.0,6.33
67d9788747176969d8d0fa1d,No.,Nothing,Bachelor's,"{'JSON': 'Used it a few times', 'JSONC': 'Used it a few times', 'JSON5': 'Used it a few times', 'HJSON': 'Comfortable using it', 'YAML': 'Heard of it but never used', 'TOML': 'Used it a few times', 'XML': 'Comfortable using it'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",12.0,Somewhat familiar,hjson,12.0,1.0
669a84e18da4349ece0ea67c,,,Bachelor's,"{'JSON': 'Used it a few times', 'JSONC': 'Used it a few times', 'JSON5': 'Used it a few times', 'HJSON': 'Used it a few times', 'YAML': 'Used it a few times', 'TOML': 'Used it a few times', 'XML': 'Used it a few times'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",12.0,Somewhat familiar,xml,12.0,1.0
67d548b5aa5737666a77a6d2,,,Bachelor's,"{'JSON': 'Used it a few times', 'JSONC': 'Not familiar at all', 'JSON5': 'Used it a few times', 'HJSON': 'Not familiar at all', 'YAML': 'Comfortable using it', 'TOML': 'Heard of it but never used', 'XML': 'Expert'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",2.0,Very familiar,json5,2.0,0.17
67ab57e88fd0774428bd1f32,No,No,Bachelor's,"{'JSON': 'Used it a few times', 'JSONC': 'Heard of it but never used', 'JSON5': 'Used it a few times', 'HJSON': 'Not familiar at all', 'YAML': 'Not familiar at all', 'TOML': 'Not familiar at all', 'XML': 'Heard of it but never used'}","['Dyslexia (e.g., difficulty reading or distinguishing symbols, such as ""b"" and ""d"").']","['No, I do not have any related conditions.']",22.0,Somewhat familiar,xml,22.0,1.83
667983594f7d5d70a78c6e5a,I was very frustrating and difficulty.,,Master's,"{'JSON': 'Expert', 'JSONC': 'Comfortable using it', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Used it a few times', 'TOML': 'Heard of it but never used', 'XML': 'Not familiar at all'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",36.0,Very familiar,json,36.0,3.0
67f913a9b5c79e960807c7e3,None,None,Student,"{'JSON': 'Used it a few times', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Used it a few times', 'TOML': 'Not familiar at all', 'XML': 'Comfortable using it'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",48.0,Somewhat familiar,yaml,48.0,4.0
672003022f1b667a20157c45,"I have never had any type of experience with this sort of programming language, but I found it entertaining and pretty easy.","Yeah, if you guys have similar studies, or even like opened positions (remote), for this type of work, let me know :)",Bachelor's,"{'JSON': 'Used it a few times', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Heard of it but never used', 'TOML': 'Not familiar at all', 'XML': 'Heard of it but never used'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",3.0,Somewhat familiar,yaml,3.0,0.25
671b65fe04c301eb14263ba5,"No, I do not have any further explanation. ","It was an educational experience, and the interface was beginner-friendly.",Bachelor's,"{'JSON': 'Used it a few times', 'JSONC': 'Used it a few times', 'JSON5': 'Heard of it but never used', 'HJSON': 'Not familiar at all', 'YAML': 'Not familiar at all', 'TOML': 'Used it a few times', 'XML': 'Used it a few times'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",6.0,Very familiar,toml,6.0,0.5
6787d648d7b1963c661f9443,None,None,Bachelor's,"{'JSON': 'Heard of it but never used', 'JSONC': 'Not familiar at all', 'JSON5': 'Heard of it but never used', 'HJSON': 'Not familiar at all', 'YAML': 'Heard of it but never used', 'TOML': 'Not familiar at all', 'XML': 'Heard of it but never used'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",23.0,Somewhat familiar,json5,23.0,1.92
66a9285501ac98053902d481,,,Bachelor's,"{'JSON': 'Used it a few times', 'JSONC': 'Heard of it but never used', 'JSON5': 'Comfortable using it', 'HJSON': 'Used it a few times', 'YAML': 'Heard of it but never used', 'TOML': 'Heard of it but never used', 'XML': 'Comfortable using it'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",6.0,Somewhat familiar,toml,6.0,0.5
66a662a0a709312db9de01f2,no,no,Master's,"{'JSON': 'Not familiar at all', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Not familiar at all', 'TOML': 'Not familiar at all', 'XML': 'Not familiar at all'}",['Prefer not to say.'],"['No, I do not have any related conditions.']",2.0,Not familiar at all,jsonc,2.0,0.17
66b246951b9aefec80b7158a,"I mostly use google sheets as a way of doing programming without needing to accualy code, due to dysgraphia I found programs like excel or libre office being way better thanks to its visual interface, and being able to see live whats going on throu commands. Recently I found that google sheets has an option for scripts to be added into the sheet, I used it mostly by asking chatgpt to write code for that but I still learned at least how the code looks and what to expect. This study was a great learning experience and i will try to remember now how to use json. Im unsure about my months of programming since I had around one year of programming in school, but since finnishing it I mostly did stuff throu excel and similiar programs, so I didnt counted that (even if I managed to create entire elo system, was pretty laggy but it worked), with that it would be between 3 to 4 years",one of the tasks felt very tideous until i realised i can select alot of the rows and press tab to move them all at once,High School,"{'JSON': 'Used it a few times', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Heard of it but never used', 'TOML': 'Not familiar at all', 'XML': 'Comfortable using it'}","['Dysgraphia (e.g., difficulty with handwriting or written expression).']","['No, I do not have any related conditions.']",12.0,Not familiar at all,json,12.0,1.0
5d766978f47e6200019a2acf,,,Bachelor's,"{'JSON': 'Heard of it but never used', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Not familiar at all', 'TOML': 'Not familiar at all', 'XML': 'Heard of it but never used'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",0.0,Not familiar at all,yaml,0.0,0.0
677d32c679491be18090225b,,nope,Master's,"{'JSON': 'Heard of it but never used', 'JSONC': 'Heard of it but never used', 'JSON5': 'Heard of it but never used', 'HJSON': 'Used it a few times', 'YAML': 'Used it a few times', 'TOML': 'Not familiar at all', 'XML': 'Used it a few times'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",11.0,Somewhat familiar,xml,11.0,0.92
67d163e7b7bcc1e9718e01da,no,I just been timed out after this rigorous study.,Bachelor's,"{'JSON': 'Comfortable using it', 'JSONC': 'Comfortable using it', 'JSON5': 'Used it a few times', 'HJSON': 'Heard of it but never used', 'YAML': 'Heard of it but never used', 'TOML': 'Heard of it but never used', 'XML': 'Comfortable using it'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",24.0,Somewhat familiar,json5,24.0,2.0
665c5d94303fdf202ac9ded0,no,no,Bachelor's,"{'JSON': 'Expert', 'JSONC': 'Not familiar at all', 'JSON5': 'Not familiar at all', 'HJSON': 'Not familiar at all', 'YAML': 'Not familiar at all', 'TOML': 'Heard of it but never used', 'XML': 'Expert'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",60.0,Very familiar,toml,60.0,5.0
67ab650c320eccf6141d4010,,,Master's,"{'JSON': 'Expert', 'JSONC': 'Used it a few times', 'JSON5': 'Comfortable using it', 'HJSON': 'Comfortable using it', 'YAML': 'Comfortable using it', 'TOML': 'Comfortable using it', 'XML': 'Comfortable using it'}","['Dyslexia (e.g., difficulty reading or distinguishing symbols, such as ""b"" and ""d"").']","['Color vision deficiency (CVD) (e.g., difficulty distinguishing colors like red and green).']",10.0,Somewhat familiar,jsonc,10.0,0.83
65fad673a546ab14baf2f8d3,,no,Master's,"{'JSON': 'Heard of it but never used', 'JSONC': 'Heard of it but never used', 'JSON5': 'Heard of it but never used', 'HJSON': 'Heard of it but never used', 'YAML': 'Not familiar at all', 'TOML': 'Not familiar at all', 'XML': 'Not familiar at all'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",24.0,Not familiar at all,json5,24.0,2.0
67f1c7bd6f1c4a3d8deae02f,No,No,Master's,"{'JSON': 'Expert', 'JSONC': 'Comfortable using it', 'JSON5': 'Comfortable using it', 'HJSON': 'Used it a few times', 'YAML': 'Comfortable using it', 'TOML': 'Comfortable using it', 'XML': 'Comfortable using it'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",48.0,Very familiar,toml,48.0,4.0
67adb27bd5f5776fcb16da62,No,I found this difficult and I tried my best to completed it.,Bachelor's,"{'JSON': 'Used it a few times', 'JSONC': 'Heard of it but never used', 'JSON5': 'Not familiar at all', 'HJSON': 'Used it a few times', 'YAML': 'Not familiar at all', 'TOML': 'Used it a few times', 'XML': 'Comfortable using it'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",6.0,Somewhat familiar,hjson,6.0,0.5
6675c40cdc52b37294f0514e,,,Bachelor's,"{'JSON': 'Heard of it but never used', 'JSONC': 'Comfortable using it', 'JSON5': 'Used it a few times', 'HJSON': 'Heard of it but never used', 'YAML': 'Not familiar at all', 'TOML': 'Expert', 'XML': 'Not familiar at all'}","['No, I do not have any cognitive-related conditions.']","['No, I do not have any related conditions.']",3.0,Somewhat familiar,hjson,3.0,0.25
